Date,Open,High,Low,Close,Adj Close,Volume
2004-01-01,49.450001,49.450001,49.250000,49.250000,31.956366,13200
2004-02-01,49.419998,50.630001,49.029999,50.529999,32.786915,409100
2004-03-01,50.750000,51.250000,48.000000,49.400002,32.053703,160500
2004-04-01,49.439999,50.130001,48.410000,48.560001,31.683596,213300
2004-05-01,48.560001,49.320000,46.849998,48.919998,31.918488,474000
2004-06-01,48.770000,50.360001,48.740002,49.860001,32.531803,1411800
2004-07-01,49.540001,49.590000,48.090000,49.110001,32.211853,173700
2004-08-01,49.110001,49.990002,47.810001,49.810001,32.671001,602600
2004-09-01,50.049999,51.290001,48.650002,50.119999,32.874317,1239500
2004-10-01,50.450001,51.480000,49.200001,50.900002,33.582306,4499800
2004-11-01,51.029999,53.799999,50.860001,53.330002,35.185543,745200
2004-12-01,53.599998,56.029999,53.080002,54.750000,36.122433,1702400
2005-01-01,55.009998,55.009998,53.000000,53.660000,35.656525,876600
2005-02-01,53.599998,55.790001,53.599998,55.500000,36.879196,1058600
2005-03-01,55.650002,56.540001,53.320000,54.250000,36.048580,1337100
2005-04-01,54.639999,54.810001,52.430000,53.389999,35.672592,481700
2005-05-01,53.619999,54.970001,52.540001,54.720001,36.561234,620700
2005-06-01,54.650002,56.419998,54.650002,55.150002,36.848537,940600
2005-07-01,55.320000,57.000000,54.410000,56.560001,38.011356,350900
2005-08-01,56.790001,57.049999,55.250000,56.220001,37.782841,614000
2005-09-01,56.259998,57.590000,55.750000,56.790001,38.165920,657700
2005-10-01,56.830002,56.939999,53.320000,55.290001,37.420105,786900
2005-11-01,55.270000,58.220001,55.139999,57.240002,38.739861,964600
2005-12-01,57.630001,58.549999,57.020000,57.169998,38.692482,707500
2006-01-01,57.369999,59.360001,57.099998,58.900002,40.185287,1959100
2006-02-01,58.900002,60.130001,57.970001,59.419998,40.540058,951800
2006-03-01,59.419998,60.970001,58.799999,59.990002,40.928947,1327400
2006-04-01,60.349998,61.529999,59.419998,61.450001,42.183266,754400
2006-05-01,61.799999,62.380001,58.660000,59.970001,41.167297,1506400
2006-06-01,60.119999,61.000000,57.779999,60.180000,41.311451,1562200
2006-07-01,60.419998,61.880001,58.770000,61.700001,42.589088,1133100
2006-08-01,61.599998,63.000000,61.060001,62.730000,43.300049,1579500
2006-09-01,62.799999,63.919998,62.119999,63.700001,43.969601,1920100
2006-10-01,63.849998,66.320000,63.430000,65.699997,45.620991,2484700
2006-11-01,65.889999,67.279999,65.099998,67.059998,46.565342,1997600
2006-12-01,67.000000,68.949997,66.500000,68.230003,47.377781,4166700
2007-01-01,68.459999,68.980003,67.000000,68.760002,48.103779,2827600
2007-02-01,69.059998,70.160004,66.900002,67.669998,47.341228,2392900
2007-03-01,66.559998,70.459999,65.500000,68.389999,47.844940,3024200
2007-04-01,68.570000,71.930000,68.220001,71.260002,50.161610,2015600
2007-05-01,71.449997,74.199997,71.019997,73.809998,51.956623,2291100
2007-06-01,74.199997,74.309998,70.860001,71.889999,50.605080,2608400
2007-07-01,72.500000,74.290001,68.349998,68.500000,48.472198,2864300
2007-08-01,68.870003,71.080002,64.809998,69.500000,49.179840,4449500
2007-09-01,69.500000,73.120003,67.849998,71.510002,50.602169,5025000
2007-10-01,71.519997,74.669998,68.970001,71.620003,51.005047,3979800
2007-11-01,70.040001,70.480003,64.029999,68.010002,48.434147,3918800
2007-12-01,68.500000,73.000000,65.519997,66.389999,47.280434,5021400
2008-01-01,66.389999,66.720001,49.950001,63.250000,45.422710,9895400
2008-02-01,63.930000,64.599998,60.500000,60.779999,43.648903,9804500
2008-03-01,60.630001,62.500000,56.000000,60.080002,43.146194,10280800
2008-04-01,61.520000,63.779999,59.959999,62.650002,45.312099,4677900
2008-05-01,62.509998,64.550003,61.419998,62.290001,45.051720,5036600
2008-06-01,62.240002,62.349998,55.639999,55.950001,40.466270,5288900
2008-07-01,55.490002,57.340000,52.060001,55.849998,40.686569,13800100
2008-08-01,56.000000,58.049999,54.950001,56.759998,41.349510,5948000
2008-09-01,57.580002,58.750000,50.000000,52.419998,38.187817,11652300
2008-10-01,52.889999,60.000000,37.230000,43.910000,32.263351,19420400
2008-11-01,43.779999,45.680000,33.040001,40.990002,30.117853,32065500
2008-12-01,39.830002,42.410000,36.840000,41.160000,30.242752,28265300
2009-01-01,41.369999,42.900002,35.549999,36.590000,27.173935,21999900
2009-02-01,35.980000,38.549999,31.620001,31.629999,23.490345,16500500
2009-03-01,30.830000,35.990002,28.030001,33.860001,25.146477,20894400
2009-04-01,33.610001,38.299999,33.490002,37.590000,28.220230,13821100
2009-05-01,37.680000,41.290001,37.369999,40.259998,30.224691,12812200
2009-06-01,40.950001,41.750000,38.380001,39.549999,29.691669,9697300
2009-07-01,39.730000,42.990002,37.029999,42.700001,32.280762,9653600
2009-08-01,43.240002,45.720001,42.790001,44.930000,33.966625,9325200
2009-09-01,44.639999,47.650002,43.389999,46.080002,34.836018,8641400
2009-10-01,46.020000,48.130001,44.240002,44.860001,34.132908,6810600
2009-11-01,45.029999,48.330002,44.419998,47.580002,36.202503,8837600
2009-12-01,48.049999,48.599998,47.240002,47.750000,36.331860,7618500
2010-01-01,48.200001,49.540001,46.520000,46.580002,35.745922,7282000
2010-02-01,46.900002,48.139999,45.080002,47.799999,36.682167,6434300
2010-03-01,48.000000,50.889999,47.900002,50.470001,38.731155,7524700
2010-04-01,50.790001,52.669998,50.630001,51.369999,39.632992,5612200
2010-05-01,51.570000,52.209999,22.400000,47.380001,36.554634,9821400
2010-06-01,46.849998,49.220001,44.560001,44.639999,34.440674,7110300
2010-07-01,44.639999,48.459999,43.689999,47.599998,36.963882,6202700
2010-08-01,48.330002,48.799999,44.959999,45.580002,35.395241,8396500
2010-09-01,46.180000,49.599998,46.110001,48.700001,37.818092,7754100
2010-10-01,49.070000,50.689999,48.480000,50.029999,39.115501,6397700
2010-11-01,50.330002,51.970001,49.430000,49.720001,38.873127,6874700
2010-12-01,50.450001,53.660000,50.450001,53.330002,41.695583,7830400
2011-01-01,53.790001,55.490002,53.529999,54.849998,43.168594,9311700
2011-02-01,55.209999,57.509998,55.209999,57.060001,44.907944,8173500
2011-03-01,57.240002,57.270000,53.810001,56.720001,44.640335,10715600
2011-04-01,57.119999,58.419998,55.500000,58.400002,46.222916,7017600
2011-05-01,58.750000,58.750000,56.110001,57.599998,45.589714,8224000
2011-06-01,57.430000,57.439999,54.060001,56.049999,44.362911,9257400
2011-07-01,56.119999,57.320000,53.700001,54.090000,43.062031,7492200
2011-08-01,54.849998,54.869999,45.799999,50.900002,40.522430,13762600
2011-09-01,51.000000,51.400002,45.939999,47.049999,37.457375,9783300
2011-10-01,46.840000,53.750000,44.470001,51.880001,41.621826,12280400
2011-11-01,50.340000,52.880001,47.820000,51.590000,41.389160,8888600
2011-12-01,51.439999,53.000000,50.160000,52.490002,42.111217,7844100
2012-01-01,53.349998,55.389999,52.709999,54.310001,43.910465,9110500
2012-02-01,54.759998,56.980000,54.750000,56.419998,45.616421,8204700
2012-03-01,56.570000,58.480000,55.380001,57.680000,46.635155,7507900
2012-04-01,57.669998,58.230000,55.230000,57.150002,46.482353,8672200
2012-05-01,57.200001,57.939999,53.029999,53.770000,43.733261,9009800
2012-06-01,52.970001,56.099998,51.970001,55.939999,45.498203,12543000
2012-07-01,56.080002,57.009998,54.480000,56.599998,46.361950,12129600
2012-08-01,56.840000,58.290001,55.480000,57.439999,47.050018,8204900
2012-09-01,57.389999,60.480000,57.040001,58.720001,48.098488,7682000
2012-10-01,58.980000,60.400002,58.080002,58.490002,48.223133,9191400
2012-11-01,58.580002,59.389999,55.400002,58.060001,47.868610,12576400
2012-12-01,58.400002,60.220001,57.680000,58.799999,48.478706,14410800
2013-01-01,60.130001,62.980000,59.750000,62.540001,51.990017,23070100
2013-02-01,62.939999,64.180000,62.180000,63.360001,52.671684,18674500
2013-03-01,63.189999,65.750000,62.880001,65.529999,54.475632,15772400
2013-04-01,65.510002,67.099998,64.370003,66.980003,56.014576,20306900
2013-05-01,66.870003,70.779999,66.239998,68.709999,57.461338,17368800
2013-06-01,68.889999,69.930000,65.730003,67.610001,56.541420,21423000
2013-07-01,68.089996,71.919998,67.500000,71.250000,59.932648,16146100
2013-08-01,71.800003,72.139999,66.139999,68.629997,57.728790,12250800
2013-09-01,69.320000,72.559998,68.529999,69.790001,58.704544,14981600
2013-10-01,69.760002,73.779999,68.680000,72.989998,61.756214,12123800
2013-11-01,73.070000,75.760002,72.779999,75.309998,63.719154,9698700
2013-12-01,75.320000,76.449997,73.680000,76.389999,64.632919,11891700
2014-01-01,76.120003,76.570000,73.099998,73.570000,62.652679,15007600
2014-02-01,73.570000,76.849998,71.639999,76.489998,65.139389,12426000
2014-03-01,75.830002,78.250000,75.529999,78.110001,66.519005,17179000
2014-04-01,78.360001,79.150002,76.019997,78.779999,67.464478,20062600
2014-05-01,78.559998,79.919998,77.779999,79.870003,68.397919,14983000
2014-06-01,80.019997,82.000000,79.690002,80.949997,69.322777,11071600
2014-07-01,81.150002,82.510002,79.949997,79.980003,68.873909,10871700
2014-08-01,79.790001,82.730003,78.750000,82.730003,71.242035,13288300
2014-09-01,82.849998,83.889999,80.879997,81.199997,69.924484,18306100
2014-10-01,81.000000,82.790001,74.970001,82.660004,71.595802,25102700
2014-11-01,82.769997,85.320000,82.139999,84.699997,73.362717,15709400
2014-12-01,84.370003,85.900002,81.220001,84.489998,73.180840,26695500
2015-01-01,84.910004,85.019997,80.980003,81.029999,70.608429,29052000
2015-02-01,81.360001,86.110001,80.680000,85.330002,74.355392,18874900
2015-03-01,85.320000,85.690002,82.480003,83.699997,72.935013,18104800
2015-04-01,83.419998,85.739998,82.760002,84.769997,74.306725,25220300
2015-05-01,85.120003,86.800003,84.169998,85.769997,75.183273,16518300
2015-06-01,86.080002,86.550003,83.139999,83.360001,73.070755,17823000
2015-07-01,84.099998,85.559998,82.459999,84.199997,74.248245,28372800
2015-08-01,84.230003,84.589996,72.250000,79.279999,69.909752,40394200
2015-09-01,77.510002,80.919998,75.050003,76.750000,67.678787,38601100
2015-10-01,76.949997,83.449997,75.650002,82.620003,73.347099,25397400
2015-11-01,82.830002,84.150002,80.750000,83.070000,73.746597,19960400
2015-12-01,83.379997,84.019997,79.739998,81.519997,72.370583,40454100
2016-01-01,80.360001,80.889999,72.480003,77.639999,69.433388,47459300
2016-02-01,77.160004,79.110001,73.010002,77.720001,69.504951,40776200
2016-03-01,78.360001,83.080002,78.120003,82.389999,73.681313,29223200
2016-04-01,81.760002,85.099998,81.029999,83.639999,75.286041,17320800
2016-05-01,83.870003,84.930000,81.860001,84.529999,76.087128,26103900
2016-06-01,84.220001,85.860001,80.430000,84.989998,76.501167,21992300
2016-07-01,84.879997,87.910004,83.599998,87.379997,79.107132,17394500
2016-08-01,87.419998,88.440002,86.190002,87.970001,79.641289,16645200
2016-09-01,87.970001,88.599998,85.070000,87.000000,78.763107,23707700
2016-10-01,86.800003,87.300003,85.010002,86.050003,78.402367,22035800
2016-11-01,86.169998,91.639999,84.580002,91.209999,83.103783,31895500
2016-12-01,91.489998,94.930000,91.209999,93.010002,84.743797,32923400
2017-01-01,93.629997,94.410004,92.580002,93.470001,85.793411,36792100
2017-02-01,93.699997,97.129997,92.849998,96.820000,88.868286,30437500
2017-03-01,97.629997,98.500000,93.669998,95.370003,87.537376,33122500
2017-04-01,95.430000,96.410004,93.809998,95.339996,88.024536,24310600
2017-05-01,95.559998,95.889999,93.389999,95.400002,88.079926,30720100
2017-06-01,95.660004,98.070000,95.500000,96.559998,89.150925,32747200
2017-07-01,96.930000,98.260002,96.029999,98.050003,91.049957,18358300
2017-08-01,98.370003,98.910004,96.019997,97.589996,90.622810,23545900
2017-09-01,97.760002,100.000000,96.620003,99.820000,92.693604,25373000
2017-10-01,99.900002,102.660004,99.800003,101.650002,95.035858,23880800
2017-11-01,102.059998,105.809998,100.669998,101.730003,95.110672,44316200
2017-12-01,105.230003,107.440002,103.660004,106.320000,99.401985,26704500
2018-01-01,106.669998,113.459999,106.330002,111.330002,104.720634,39633500
2018-02-01,111.000000,111.910004,100.089996,106.389999,100.073914,43956300
2018-03-01,106.419998,109.080002,100.370003,103.180000,97.054482,32226500
2018-04-01,102.870003,105.949997,99.790001,103.610001,98.017136,26019000
2018-05-01,103.360001,106.410004,100.669998,104.239998,98.613106,27455300
2018-06-01,104.889999,107.510002,102.949997,103.830002,98.225243,38153300
2018-07-01,103.190002,108.919998,103.099998,108.660004,103.411797,39065900
2018-08-01,108.559998,111.580002,107.459999,110.720001,105.372292,25306600
2018-09-01,110.629997,113.489998,110.050003,110.680000,105.334213,19326600
2018-10-01,111.220001,112.050003,101.680000,105.169998,100.751114,55413100
2018-11-01,105.470001,109.550003,104.000000,108.610001,104.046585,32571700
2018-12-01,109.949997,110.150002,91.620003,97.949997,93.834488,77077000
2019-01-01,96.489998,104.949997,96.019997,104.760002,101.106186,61088200
2019-02-01,105.050003,109.059998,103.720001,107.760002,104.001549,31482600
2019-03-01,108.459999,109.989998,105.290001,107.629997,103.876076,29526000
2019-04-01,108.320000,111.360001,108.260002,111.250000,108.109268,27343400
2019-05-01,111.389999,111.400002,104.150002,104.209999,101.268013,30117700
2019-06-01,104.370003,112.139999,104.349998,110.919998,107.788582,22475600
2019-07-01,112.059998,113.360001,111.190002,111.839996,109.374237,23310900
2019-08-01,111.809998,112.650002,105.209999,108.519997,106.127434,25839400
2019-09-01,107.870003,113.629997,107.279999,111.620003,109.159096,23753800
2019-10-01,111.980003,114.279999,106.879997,113.739998,111.882927,27904600
2019-11-01,114.279999,118.120003,114.279999,117.650002,115.729088,25025400
2019-12-01,117.809998,121.019997,115.339996,119.849998,117.893166,29146200
2020-01-01,120.370003,121.529999,116.440002,116.849998,115.813843,34494400
2020-02-01,117.419998,121.709999,102.279999,105.500000,104.564491,35872900
2020-03-01,106.000000,111.709999,75.550003,89.059998,88.270271,115790800
2020-04-01,85.639999,101.480003,84.400002,98.559998,98.559998,63925300
2020-05-01,97.129997,102.919998,90.980003,101.400002,101.400002,56468900
2020-06-01,101.209999,110.220001,97.779999,98.760002,98.760002,52833700
