Date,Symbol,Open,High,Low,Close,Volume BTC,Volume USD
12/24/19,BTCUSD,7310.79,7426.15,7151.08,7255.01,7730.62,56354605.22
12/23/19,BTCUSD,7513.06,7688.99,7259.19,7310.79,14577.19,109481370.4
12/22/19,BTCUSD,7143.01,7521.55,7125,7513.06,9719.68,71227014.01
12/21/19,BTCUSD,7190,7190,7099.57,7143.01,3385.22,24187724.92
12/20/19,BTCUSD,7149.12,7220,7073.66,7190,6019.75,43062249.14
12/19/19,BTCUSD,7285.53,7371.7,7044.45,7149.12,10425.96,74709751.83
12/18/19,BTCUSD,6616.62,7448.24,6430.77,7285.53,21114.56,145007982.1
12/17/19,BTCUSD,6877.03,6933.21,6556,6616.62,13218.82,88872527.31
12/16/19,BTCUSD,7111,7137,6809.47,6877.03,11416.24,79522988.67
12/15/19,BTCUSD,7062.91,7220.01,7006.01,7111,4842.35,34348521.65
12/14/19,BTCUSD,7249.9,7264.33,7008.03,7062.91,4230.98,30170379.21
12/13/19,BTCUSD,7185.91,7299.21,7183.29,7249.9,6038.75,43674273.97
12/12/19,BTCUSD,7201.23,7290.96,7075.01,7185.91,8153.47,58566734.59
12/11/19,BTCUSD,7219.37,7263.31,7124.45,7201.23,5816.41,41877814.55
12/10/19,BTCUSD,7337.51,7398,7156.03,7219.37,7008.73,51045388.11
12/9/19,BTCUSD,7520,7659.38,7262.87,7337.51,9490.09,70828006
12/8/19,BTCUSD,7502.19,7580.84,7387.5,7520,4216.34,31575400.86
12/7/19,BTCUSD,7540.08,7643,7487,7502.19,4832.47,36437469.92
12/6/19,BTCUSD,7393.54,7609.5,7305.75,7540.08,8964.77,66659940.15
12/5/19,BTCUSD,7198.99,7489.87,7155.99,7393.54,9110.78,66820459.93
12/4/19,BTCUSD,7302.94,7775,7080,7198.99,14751.65,108209077.2
12/3/19,BTCUSD,7305.01,7412.85,7237.26,7302.94,6168.78,45204926.08
12/2/19,BTCUSD,7404.27,7430,7157.33,7305.01,6890.2,50317914.33
12/1/19,BTCUSD,7555.92,7555.92,7237.16,7404.27,8666.28,63712916.06
11/30/19,BTCUSD,7760,7820,7453,7555.92,6097.73,46451112.68
11/29/19,BTCUSD,7432.41,7870.1,7411,7760,10652.57,81447502.91
11/28/19,BTCUSD,7523.72,7660.82,7370.62,7432.41,8602.08,64804461.42
11/27/19,BTCUSD,7162.67,7678.76,6850,7523.72,18089.43,132678382.6
11/26/19,BTCUSD,7127.01,7340.59,7021.84,7162.67,11809.08,84391239.35
11/25/19,BTCUSD,6908.64,7379.99,6526,7127.01,26339.93,183067325.5
11/24/19,BTCUSD,7329.29,7344,6865,6908.64,10399.12,73687131.73
11/23/19,BTCUSD,7283.03,7361.41,7102.21,7329.29,7603.46,55125559.51
11/22/19,BTCUSD,7616.46,7720,6775.47,7283.03,31414.77,226665509.7
11/21/19,BTCUSD,8082.96,8114.97,7374.5,7616.46,14309.17,110363788
11/20/19,BTCUSD,8123.36,8222.41,8030.05,8082.96,5263.35,42638326.58
11/19/19,BTCUSD,8168.84,8197.82,7980.07,8123.36,7242.41,58647103.34
11/18/19,BTCUSD,8500.01,8501.01,8027,8168.84,8968.58,74336153.47
11/17/19,BTCUSD,8481,8637.01,8371.02,8500.01,3708.88,31587141
11/16/19,BTCUSD,8457.48,8531.03,8423,8481,2712.34,22976431.85
11/15/19,BTCUSD,8630,8773.22,8361,8457.48,10124.29,86235990.88
11/14/19,BTCUSD,8758.34,8784.61,8558.01,8630,5518.64,47735094.39
11/13/19,BTCUSD,8810,8838.8,8705,8758.34,4486.28,39248185.72
11/12/19,BTCUSD,8721.54,8870,8556.56,8810,5998.48,52309416.1
11/11/19,BTCUSD,9032.23,9067.34,8590,8721.54,6583.21,57726745.66
11/10/19,BTCUSD,8807.89,9150,8731.43,9032.23,5486.95,49163885.78
11/9/19,BTCUSD,8763.01,8873.48,8712.52,8807.89,4175.01,36726440.56
11/8/19,BTCUSD,9198.84,9246,8660,8763.01,11993.34,106636768.6
11/7/19,BTCUSD,9341.27,9375.16,9075,9198.84,5750.11,53024954.54
11/6/19,BTCUSD,9322.09,9450,9253.66,9341.27,6804.27,63511566.93
11/5/19,BTCUSD,9412.53,9474.89,9169.84,9322.09,7370.45,68801239.07
11/4/19,BTCUSD,9206.52,9600,9127,9412.53,7784.61,72788331.95
11/3/19,BTCUSD,9308.52,9380,9068.3,9206.52,4087.82,37603162.05
11/2/19,BTCUSD,9253.12,9393,9210,9308.52,4459.93,41464474.87
11/1/19,BTCUSD,9159.48,9299.99,9057.27,9253.12,7594.02,69592607.76
10/31/19,BTCUSD,9164.44,9433,8950,9159.48,7983.57,73318984.84
10/30/19,BTCUSD,9430.8,9431.36,8991.33,9164.44,9482.25,86949215.94
10/29/19,BTCUSD,9226.5,9575,9068.19,9430.8,11914.92,111610779.7
10/28/19,BTCUSD,9548.84,9939.69,9180.59,9226.5,16202.53,153997249.7
10/27/19,BTCUSD,9259.78,9826.72,9102.33,9548.84,18715.47,177821816.8
10/26/19,BTCUSD,8668,10527.86,8645.01,9259.78,46558,439572308.6
10/25/19,BTCUSD,7430.87,8800.1,7389.91,8668,23523.09,194455896.5
10/24/19,BTCUSD,7474.85,7509.99,7359.48,7430.87,7846.3,58449919.28
10/23/19,BTCUSD,8024.72,8049,7296.44,7474.85,16883.87,127816159.3
10/22/19,BTCUSD,8209.92,8317.14,7998.9,8024.72,5797.49,47436919.2
10/21/19,BTCUSD,8236.12,8349.84,8156,8209.92,6117.88,50324877.58
10/20/19,BTCUSD,7965.28,8309,7875.01,8236.12,6058.88,48985006.46
10/19/19,BTCUSD,7954.16,8099.98,7873.46,7965.28,4691.13,37409933.56
10/18/19,BTCUSD,8076.2,8117.77,7814.08,7954.16,6816.64,54138026.34
10/17/19,BTCUSD,7993.54,8124.42,7937.01,8076.2,4909.27,39486092.64
10/16/19,BTCUSD,8162.44,8171.59,7908.86,7993.54,8123.72,65132771.81
10/15/19,BTCUSD,8355,8420,8085.65,8162.44,7919.56,65109952.98
10/14/19,BTCUSD,8282.97,8409,8215.66,8355,4401.82,36575829.05
10/13/19,BTCUSD,8309.03,8469.02,8146.47,8282.97,5459.53,45492326.33
10/12/19,BTCUSD,8267.33,8425,8261.46,8309.03,3001.53,25023584.91
10/11/19,BTCUSD,8587.5,8826,8226,8267.33,11975.39,101238415.3
10/10/19,BTCUSD,8590,8660,8452.5,8587.5,7892.41,67531649.6
10/9/19,BTCUSD,8180,8709,8121,8590,13865.37,117143752
10/8/19,BTCUSD,8209,8342.97,8107.26,8180,5808.84,47674867.98
10/7/19,BTCUSD,7859.79,8310.57,7762.35,8209,9969.38,80691163.82
10/6/19,BTCUSD,8147.63,8176.18,7780.85,7859.79,7770.16,61753052.16
10/5/19,BTCUSD,8156.67,8200,8020.2,8147.63,3809.86,30873507.65
10/4/19,BTCUSD,8240.41,8241.35,8002.21,8156.67,7620.06,62078561.3
10/3/19,BTCUSD,8381.72,8419.95,8059.22,8240.41,7550.73,62037926.73
10/2/19,BTCUSD,8321.52,8391,8168.85,8381.72,7006.37,57883644.17
10/1/19,BTCUSD,8304.96,8535,8200,8321.52,12133.1,101594010.6
9/30/19,BTCUSD,8052.4,8393.23,7701,8304.96,14235.43,114990553.1
9/29/19,BTCUSD,8217.47,8246.87,7902.96,8052.4,6911.51,55634607.52
9/28/19,BTCUSD,8193.99,8343,8015.25,8217.47,8846.18,72162358.51
9/27/19,BTCUSD,8060,8290,7861.02,8193.99,15793.45,127240779.1
9/26/19,BTCUSD,8438.35,8464.08,7712.45,8060,25063.02,202894604
9/25/19,BTCUSD,8530.01,8743.86,8222.01,8438.35,23161.99,195698352
9/24/19,BTCUSD,9693.74,9777.16,8159.35,8530.01,31693.09,282987748.5
9/23/19,BTCUSD,10026.8,10051.15,9609.37,9693.74,10409.03,102332904.4
9/22/19,BTCUSD,9973.99,10097,9848.37,10026.8,5113.54,51003517.74
9/21/19,BTCUSD,10168.85,10170.15,9917.34,9973.99,4829.81,48372943.24
9/20/19,BTCUSD,10275.01,10309.84,10056.3,10168.85,6147.42,62522073.7
9/19/19,BTCUSD,10155.26,10379.15,9585.86,10275.01,13548.83,134927397.8
9/18/19,BTCUSD,10185.39,10258,10074.08,10155.26,5564.14,56681450.55
9/17/19,BTCUSD,10262.54,10276.18,10135.44,10185.39,5710.49,58364825.36
9/16/19,BTCUSD,10304.46,10379.98,10068.42,10262.54,7384.74,75476404.07
9/15/19,BTCUSD,10360.25,10380,10263.39,10304.46,2735.17,28202179.16
9/14/19,BTCUSD,10365.93,10439,10223.36,10360.25,4413.03,45673649.1
9/13/19,BTCUSD,10423.72,10452.5,10157,10365.93,6799.62,70031660.47
9/12/19,BTCUSD,10160.2,10460,10040,10423.72,7569.29,77805911.82
9/11/19,BTCUSD,10093.01,10297.12,9851.97,10160.2,7694.14,77391519.96
9/10/19,BTCUSD,10310,10389.26,9916,10093.01,7620.05,77363574.82
9/9/19,BTCUSD,10398.97,10541.75,10059.99,10310,9351.39,96260009.31
9/8/19,BTCUSD,10484.37,10595,10231.13,10398.97,4506.38,46958866.48
9/7/19,BTCUSD,10308.92,10580,10304.52,10484.37,4352.96,45490740.26
9/6/19,BTCUSD,10574.73,10939.34,10182.8,10308.92,14188.01,150243703.3
9/5/19,BTCUSD,10581.84,10666.43,10452.15,10574.73,7307.17,77119779.28
9/4/19,BTCUSD,10628.48,10833.14,10380,10581.84,11506.7,121635949.9
9/3/19,BTCUSD,10381.26,10790,10280,10628.48,14521.81,153499426.6
9/2/19,BTCUSD,9766.52,10485.48,9756.54,10381.26,11185.58,113202807
9/1/19,BTCUSD,9600.86,9840,9539.58,9766.52,4028.8,38944156.72
8/31/19,BTCUSD,9582.42,9707.48,9436.2,9600.86,3901.27,37406908.23
8/30/19,BTCUSD,9495,9699,9337.97,9582.42,8670.66,82694923.28
8/29/19,BTCUSD,9714.31,9717.03,9321.73,9495,13650.89,129722110.9
8/28/19,BTCUSD,10171.85,10277,9522.93,9714.31,15611.52,154268964.2
8/27/19,BTCUSD,10361.65,10379.87,10019.56,10171.85,7298.1,74200592.72
8/26/19,BTCUSD,10138.72,10680,10138.72,10361.65,12057.5,125332883.5
8/25/19,BTCUSD,10147.96,10374.85,9899.95,10138.72,6662.63,67215750.66
8/24/19,BTCUSD,10410.85,10429,9886.26,10147.96,7386.15,74619260.38
8/23/19,BTCUSD,10107.15,10478,10035.84,10410.85,8962.04,92546463.46
8/22/19,BTCUSD,10130,10237.53,9759,10107.15,10555.14,105652049
8/21/19,BTCUSD,10769.09,10800,9841.59,10130,16469.55,167478729.5
8/20/19,BTCUSD,10920,10953,10555.7,10769.09,8586.19,92307368.69
8/19/19,BTCUSD,10315.48,10938.76,10265,10920,11637.76,124054157
8/18/19,BTCUSD,10217.79,10513.45,10066.66,10315.48,6722.97,69466899.58
8/17/19,BTCUSD,10352.78,10475.82,9978,10217.79,6910.44,70811002.21
8/16/19,BTCUSD,10300.01,10539.9,9739.99,10352.78,18938.12,192895590.9
8/15/19,BTCUSD,10025.86,10445,9470,10300.01,26273.06,262525694.3
8/14/19,BTCUSD,10854.92,10859.97,9888.88,10025.86,23138.76,239583956
8/13/19,BTCUSD,11389.28,11438.39,10746,10854.92,12011.52,132286888.8
8/12/19,BTCUSD,11540.76,11555.55,11222.4,11389.28,6056.99,68970665.29
8/11/19,BTCUSD,11280.95,11585,11088.88,11540.76,7136.95,81187207.74
8/10/19,BTCUSD,11856.1,11969.99,11170,11280.95,11858.29,135945488.7
8/9/19,BTCUSD,11981,12040,11651.89,11856.1,11651.01,137817454.8
8/8/19,BTCUSD,11975.03,12050,11451,11981,14293.07,168150034.5
8/7/19,BTCUSD,11465.49,12147,11366.26,11975.03,20598.91,242719052.5
8/6/19,BTCUSD,11819.49,12320.4,11187,11465.49,22435.3,263293176.1
8/5/19,BTCUSD,10977.51,11950,10977.51,11819.49,22797.97,265552642
8/4/19,BTCUSD,10820.76,11089.74,10572,10977.51,11307.7,122790872.3
8/3/19,BTCUSD,10533.01,10922.08,10508.5,10820.76,9760.62,105140441.9
8/2/19,BTCUSD,10405.94,10670,10321.42,10533.01,12702.37,133071450.5
8/1/19,BTCUSD,10087.3,10497,9881,10405.94,14053.4,142808093.5
7/31/19,BTCUSD,9589.01,10135.12,9570.01,10087.3,12455.48,123476350
7/30/19,BTCUSD,9495.01,9839.83,9371.96,9589.01,8899.99,85175682.91
7/29/19,BTCUSD,9533,9729.87,9356.75,9495.01,10251.81,97666125.59
7/28/19,BTCUSD,9479.98,9669.11,9108.88,9533,8740.35,82510640.83
7/27/19,BTCUSD,9843,10248.41,9298.19,9479.98,15997.56,154374846.1
7/26/19,BTCUSD,9883.33,9898.03,9657.21,9843,10404.23,101720864.4
7/25/19,BTCUSD,9772.6,10184.99,9734.58,9883.33,12420.64,124397441
7/24/19,BTCUSD,9840.12,9919.08,9507.38,9772.6,17433.78,169006087.4
7/23/19,BTCUSD,10323.39,10324.28,9800.23,9840.12,17517.98,175663149
7/22/19,BTCUSD,10590.7,10688.14,10060,10323.39,14866.73,153890831.3
7/21/19,BTCUSD,10761.03,10835,10320,10590.7,11363.1,120060585.8
7/20/19,BTCUSD,10538.06,11112.31,10360.65,10761.03,16334.01,175315801.1
7/19/19,BTCUSD,10649.07,10777.21,10111,10538.06,18921.67,197833777
7/18/19,BTCUSD,9696.31,10799,9291,10649.07,30779.8,312100585
7/17/19,BTCUSD,9422.72,9998,9071,9696.31,34221.67,327044568.7
7/16/19,BTCUSD,10854.47,11040,9350,9422.72,39003.84,391332933.5
7/15/19,BTCUSD,10185.03,11080.01,9857.27,10854.47,32702.15,339680844.1
7/14/19,BTCUSD,11370.08,11467.27,10084.4,10185.03,23646.82,252705601.7
7/13/19,BTCUSD,11802,11845,10814.4,11370.08,17186.06,194286516
7/12/19,BTCUSD,11349,11950,11079.59,11802,18077.11,209057733
7/11/19,BTCUSD,12097.96,12097.96,10933,11349,33577.18,386913445.9
7/10/19,BTCUSD,12571.11,13202.63,11553.21,12097.96,37013.08,463096245.3
7/9/19,BTCUSD,12293.53,12829.96,12122.33,12571.11,25072.06,313480512.3
7/8/19,BTCUSD,11474.42,12395,11328.01,12293.53,18809.86,225134608.5
7/7/19,BTCUSD,11237.77,11620,11084.31,11474.42,10663.42,121096932.6
7/6/19,BTCUSD,11004.51,11723.6,10980.09,11237.77,15009.23,171204085.6
7/5/19,BTCUSD,11136,11449.51,10761.8,11004.51,19943.95,221382404
7/4/19,BTCUSD,11976.42,12064.26,11035.01,11136,21403.03,250208930
7/3/19,BTCUSD,10829.18,12014.6,10829.18,11976.42,36836.85,419076229.3
7/2/19,BTCUSD,10577.63,10925,9651,10829.18,41476.42,424791613.9
7/1/19,BTCUSD,10761.26,11210.52,9953,10577.63,37633.9,396857365.2
6/30/19,BTCUSD,11865.29,12200,10650.06,10761.26,26505.91,300275703.2
6/29/19,BTCUSD,12360.45,12379.99,11318.94,11865.29,27300.42,323053833.7
6/28/19,BTCUSD,11159.29,12444.77,10737.87,12360.45,41020.87,478598908.3
6/27/19,BTCUSD,12927.44,13358.68,10300,11159.29,70145.65,810986479.7
6/26/19,BTCUSD,11755.53,13868.44,11355.5,12927.44,70067.59,887887492.7
6/25/19,BTCUSD,11032.32,11788.88,10997,11755.53,24269.79,275616891.9
6/24/19,BTCUSD,10833.02,11091.97,10550.21,11032.32,15111.05,163828306.4
6/23/19,BTCUSD,10666.86,11284.44,10490,10833.02,16785.16,181766886.7
6/22/19,BTCUSD,10236.2,11215.89,10080,10666.86,36324.27,388841922.5
6/21/19,BTCUSD,9531.21,10245,9531.21,10236.2,23563.85,231762275.5
6/20/19,BTCUSD,9277.54,9599,9210.3,9531.21,11555.59,108849899
6/19/19,BTCUSD,9078.48,9319.5,9035.75,9277.54,9173.83,84024077.51
6/18/19,BTCUSD,9333.14,9359.48,8919.72,9078.48,15974.31,145785748.8
6/17/19,BTCUSD,8975,9475,8975,9333.14,20193.67,187067381.1
6/16/19,BTCUSD,8860.23,9388,8799.7,8975,21517.86,195495774.9
6/15/19,BTCUSD,8697.46,8916.63,8594.99,8860.23,9570.17,83754588.25
6/14/19,BTCUSD,8239.04,8738.92,8180.08,8697.46,12050.35,101649250.5
6/13/19,BTCUSD,8176.02,8329.99,8048.75,8239.04,8580.58,70312788.92
6/12/19,BTCUSD,7918.17,8292.43,7817,8176.02,12091.23,97661611.58
6/11/19,BTCUSD,8015.69,8057.19,7702.83,7918.17,7678.33,60559900.94
6/10/19,BTCUSD,7634.58,8097.35,7516.9,8015.69,9643.38,75882753.97
6/9/19,BTCUSD,7930.14,7960,7508.77,7634.58,7444.03,57424828.7
6/8/19,BTCUSD,7998.13,8059.99,7786.01,7930.14,5028.21,39813591.14
6/7/19,BTCUSD,7805,8134.29,7756.79,7998.13,12180.97,97032689.73
6/6/19,BTCUSD,7789.48,7874.68,7450,7805,12185.16,93809650.59
6/5/19,BTCUSD,7670.96,7932.87,7570,7789.48,13129,101930422.5
6/4/19,BTCUSD,8107.96,8107.96,7427,7670.96,28346.04,220919778.6
6/3/19,BTCUSD,8736.55,8742.48,8030.46,8107.96,15411.03,129709204.6
6/2/19,BTCUSD,8558.95,8834,8550,8736.55,5797.63,50359779.75
6/1/19,BTCUSD,8554.06,8618,8452.21,8558.95,7486.03,63938535.91
5/31/19,BTCUSD,8279.69,8580,8110,8554.06,16542.69,138188211.6
5/30/19,BTCUSD,8662.44,9090,7972,8279.69,28840.7,246869165.4
5/29/19,BTCUSD,8715.36,8760.43,8426.09,8662.44,12054.15,104110874.3
5/28/19,BTCUSD,8772.29,8822.46,8545,8715.36,11661.23,101649625.6
5/27/19,BTCUSD,8731.72,8947.88,8611.44,8772.29,17787.67,156467270.8
5/26/19,BTCUSD,8063.81,8793.97,7881.7,8731.72,17405.83,147251813.5
5/25/19,BTCUSD,8001.7,8149,7941.25,8063.81,5279.69,42493577.42
5/24/19,BTCUSD,7881.98,8175,7794.73,8001.7,14607.52,116960242
5/23/19,BTCUSD,7626.48,7984.9,7467.1,7881.98,14730.03,113748677.7
5/22/19,BTCUSD,7951.7,8044.32,7506.12,7626.48,16456.9,128813352.2
5/21/19,BTCUSD,7999.54,8112.99,7805.34,7951.7,14150.34,112626107.1
5/20/19,BTCUSD,8200,8200,7570.31,7999.54,24116.51,190785429.4
5/19/19,BTCUSD,7262.4,8315,7252.58,8200,23922.84,189749462.4
5/18/19,BTCUSD,7363.69,7491.22,7204.42,7262.4,10869.93,79710779.2
5/17/19,BTCUSD,7878.96,7940.75,6600,7363.69,42364.34,306073578.9
5/16/19,BTCUSD,8203.32,8388,7660.74,7878.96,28652.1,229351414.5
5/15/19,BTCUSD,7990.92,8308.16,7831.77,8203.32,24557.41,198263273.8
5/14/19,BTCUSD,7824.93,8350,7621.27,7990.92,38350.83,305918292.1
5/13/19,BTCUSD,6979.76,8190.55,6864.93,7824.93,44448.41,342496832.3
5/12/19,BTCUSD,7219.95,7581.82,6755,6979.76,38995.21,278625499.6
5/11/19,BTCUSD,6343.14,7464.13,6342.98,7219.95,36708.21,253954328.8
5/10/19,BTCUSD,6153.09,6430,6108.81,6343.14,17453.65,109858987.7
5/9/19,BTCUSD,5948.41,6171.1,5934.49,6153.09,15187.54,91832172.06
5/8/19,BTCUSD,5748.45,5990,5656.26,5948.41,12046.11,70520738.79
5/7/19,BTCUSD,5687.9,5966.37,5687.9,5907.47,6179.72,36226649.32
5/6/19,BTCUSD,5715.86,5753.66,5564.93,5687.9,8983.11,50845866.17
5/5/19,BTCUSD,5770.01,5782.22,5627.35,5715.86,5700.46,32582243.47
5/4/19,BTCUSD,5657.4,5846.88,5512,5770.01,10457.85,59574202.73
5/3/19,BTCUSD,5390.01,5796.93,5363,5657.4,19076.57,107785261.5
5/2/19,BTCUSD,5321.15,5422.99,5306.09,5390.01,7181.06,38594320.08
5/1/19,BTCUSD,5270.69,5358.39,5265.61,5321.15,7128.85,37828445.34
4/30/19,BTCUSD,5148.25,5285,5126.25,5270.69,7203.05,37605608.19
4/29/19,BTCUSD,5155,5189.54,5072.01,5148.25,7285.66,37509346.52
4/28/19,BTCUSD,5170.6,5214.5,5101,5155,4907.63,25342814.44
4/27/19,BTCUSD,5159.51,5221.24,5117.46,5170.6,4261.41,22026583.22
4/26/19,BTCUSD,5134.81,5295.03,5041.14,5159.51,14211.29,73166930.82
4/25/19,BTCUSD,5441.9,5512.12,4963,5134.81,16761.42,88265920
4/24/19,BTCUSD,5532.75,5624.47,5374,5441.9,14767.24,80964479.93
4/23/19,BTCUSD,5387.6,5650.01,5361.01,5532.75,17566.38,97351926.25
4/22/19,BTCUSD,5297.64,5440.84,5250.45,5387.6,11965.4,63951509.97
4/21/19,BTCUSD,5319.89,5349.16,5213.34,5297.64,5739.01,30311973.11
4/20/19,BTCUSD,5290.37,5359.98,5260.24,5319.89,4881.14,25922272.83
4/19/19,BTCUSD,5281.81,5359.47,5196.7,5290.37,6230.69,32806296.21
4/18/19,BTCUSD,5227,5318.18,5222.26,5281.81,8214.7,43288888.25
4/17/19,BTCUSD,5202.9,5272.32,5173.11,5227,7396.94,38598117.94
4/16/19,BTCUSD,5029.99,5229.97,5016.45,5202.9,8604.75,44145827.38
4/15/19,BTCUSD,5164.27,5193.01,4945.54,5029.99,9607.43,48834658.83
4/14/19,BTCUSD,5066.22,5191.19,5013.81,5164.27,4401.42,22464397.43
4/13/19,BTCUSD,5078.19,5123.28,5036.74,5066.22,4284.12,21783412.82
4/12/19,BTCUSD,5040.12,5118.56,4901.99,5078.19,9858.67,49603600.11
4/11/19,BTCUSD,5318.58,5342.74,4967.24,5040.12,15029.95,76928285.23
4/10/19,BTCUSD,5193.49,5488,5164.49,5318.58,16026.52,85275526.27
4/9/19,BTCUSD,5285.54,5287,5145,5193.49,9692.89,50561742.62
4/8/19,BTCUSD,5194.79,5352.5,5132.28,5285.54,15523.75,81476130.3
4/7/19,BTCUSD,5044.13,5270.33,5029.7,5194.79,10073.94,51868140.96
4/6/19,BTCUSD,5040.66,5244.04,4925,5044.13,11990.17,60965228.53
4/5/19,BTCUSD,4907.3,5066.59,4887.34,5040.66,11560.17,57721250.19
4/4/19,BTCUSD,4975.97,5071.34,4778.84,4907.3,15160.91,75091028.79
4/3/19,BTCUSD,4901.93,5345,4787.11,4975.97,33951.68,171922050.4
4/2/19,BTCUSD,4137.01,5100.78,4133.15,4901.93,28678.1,134414183.7
4/1/19,BTCUSD,4094.99,4149.5,4051.53,4137.01,7735.88,31901450.55
3/19/19,BTCUSD,3970.5,3984.58,3969.58,3975.01,361.69,1438461.03
3/18/19,BTCUSD,3967.01,4015.7,3937.69,3970.5,5416.76,21516929.92
3/17/19,BTCUSD,3990,3991,3936.3,3967.01,3285.58,13030110.4
3/16/19,BTCUSD,3902.8,4037.47,3900.93,3990,6188.47,24615016.13
3/15/19,BTCUSD,3853.95,3910,3846.79,3902.8,6550.17,25436911.1
3/14/19,BTCUSD,3851.02,3900,3779.28,3853.95,6992.9,26886698
3/13/19,BTCUSD,3860,3871.02,3827.5,3851.02,5460.66,21041161.73
3/12/19,BTCUSD,3849.68,3875.33,3798.16,3860,6489.22,24965536.42
3/11/19,BTCUSD,3900.92,3911.83,3817.01,3849.68,5750.54,22190744.14
3/10/19,BTCUSD,3917,3917,3867.84,3900.92,3444.59,13416590.84
3/9/19,BTCUSD,3843.12,3947.33,3834.59,3917,5170.55,20142551.25
3/8/19,BTCUSD,3857.05,3910.88,3771,3843.12,8160.65,31578776.48
3/7/19,BTCUSD,3851.89,3891,3830.79,3857.05,6997.28,27045042.11
3/6/19,BTCUSD,3844.59,3894.7,3812,3851.89,6615.04,25412172.29
3/5/19,BTCUSD,3700.72,3874.98,3692.36,3844.59,8617.6,32710915.64
3/4/19,BTCUSD,3786.93,3804.99,3672.39,3700.72,7793.41,28997773.37
3/3/19,BTCUSD,3809.7,3815.48,3763.62,3786.93,3839.56,14578727.87
3/2/19,BTCUSD,3806.17,3818.08,3763,3809.7,3583.18,13632830.38
3/1/19,BTCUSD,3792.14,3843,3791.31,3806.17,6474.64,24705314.88
2/28/19,BTCUSD,3799.92,3899.99,3755.21,3792.14,8766.86,33445250.63
2/27/19,BTCUSD,3799.48,3823.13,3655,3799.92,7410.2,27975803.06
2/26/19,BTCUSD,3818.79,3826.37,3763.71,3799.48,6309.89,23962925.76
2/25/19,BTCUSD,3734.22,3860,3731.09,3818.79,10610.58,40365766.13
2/24/19,BTCUSD,4110,4188.79,3712.84,3734.22,14145.95,55233424.46
2/23/19,BTCUSD,3942.02,4156.1,3911.3,4110,9881.57,39860713.71
2/22/19,BTCUSD,3897.71,3956.43,3886.15,3942.02,7477.11,29358924.77
2/21/19,BTCUSD,3938.99,3988,3869.45,3897.71,8198.49,32077392.67
2/20/19,BTCUSD,3888.01,3967.19,3867.13,3938.99,8325.53,32602642.37
2/19/19,BTCUSD,3867,3969.54,3841.54,3888.01,13795.19,53982559.47
2/18/19,BTCUSD,3625.08,3917,3616.18,3867,15037.03,56655317.89
2/17/19,BTCUSD,3582.37,3675,3557.43,3625.08,5781.9,20780886.86
2/16/19,BTCUSD,3566.59,3607.36,3565.5,3582.37,4156.81,14916499.5
2/15/19,BTCUSD,3561.5,3620.22,3545.89,3566.59,6844.45,24453168.07
2/14/19,BTCUSD,3576.68,3589,3535.1,3561.5,5661.32,20210454.73
2/13/19,BTCUSD,3588.06,3627.99,3562.98,3576.68,6850.51,24541109.49
2/12/19,BTCUSD,3590.36,3618.77,3550,3588.06,7722.15,27645391.28
2/11/19,BTCUSD,3648.85,3652,3579.38,3590.36,8107.71,29178699.25
2/10/19,BTCUSD,3623.73,3654.28,3578.59,3648.85,5165.23,18675524.41
2/9/19,BTCUSD,3622,3642.11,3597,3623.73,4887.47,17674316.87
2/8/19,BTCUSD,3359,3711,3344,3622,15716.99,55243279.17
2/7/19,BTCUSD,3367.36,3383.14,3352.01,3359,8292.37,27907612.16
2/6/19,BTCUSD,3428.4,3441,3340.8,3367.36,8897.36,30027779.92
2/5/19,BTCUSD,3409.57,3429.46,3400,3428.4,5993.48,20484570.9
2/4/19,BTCUSD,3414.78,3435,3395.1,3409.57,5727.22,19551500.4
2/3/19,BTCUSD,3468.43,3471.76,3386.45,3414.78,4341.6,14864318.35
2/2/19,BTCUSD,3437.5,3483.24,3414.49,3468.43,3813.96,13105971.91
2/1/19,BTCUSD,3411.49,3458.26,3369.62,3437.5,8410.91,28763661.15
1/31/19,BTCUSD,3437.55,3473.4,3396.74,3411.49,7148.39,24471669.15
1/30/19,BTCUSD,3397.42,3459.41,3373.35,3437.55,8293.61,28405644.02
1/29/19,BTCUSD,3429.95,3438.4,3337.87,3397.42,8168.2,27746463.85
1/28/19,BTCUSD,3531.01,3535.92,3374.02,3429.95,11621.01,39919615.64
1/27/19,BTCUSD,3556.07,3562.9,3471.98,3531.01,3868.19,13690073.61
1/26/19,BTCUSD,3562.18,3657.76,3540,3556.07,4534.02,16208498.17
1/25/19,BTCUSD,3568.97,3578.79,3510.01,3562.18,6547.88,23272887.24
1/24/19,BTCUSD,3553.01,3595.83,3530.1,3568.97,5607.18,19952934.72
1/23/19,BTCUSD,3577.03,3614.47,3523.64,3553.01,7628.41,27204598.72
1/22/19,BTCUSD,3531.76,3611.5,3425,3577.03,8672.66,30775003.38
1/21/19,BTCUSD,3536.19,3568.95,3487.37,3531.76,6240.95,22065763.42
1/20/19,BTCUSD,3682.65,3703.39,3481.01,3536.19,6721.45,24022523.12
1/19/19,BTCUSD,3607.85,3759.98,3604.9,3682.65,4765.26,17551096.43
1/18/19,BTCUSD,3640.65,3643.69,3580.16,3607.85,5741.49,20744958.32
1/17/19,BTCUSD,3609.71,3657,3541.29,3640.65,8526.63,30758678.41
